id,name,lat,lon,address,zipCode,websiteUrl,id_cat,cat,type,city,state
2981,Tennis Niox,48.835205,2.262558,16 Quai Saint Exupéry ,75016,http://equipement.paris.fr/tennis-niox-2981,280,Tennis,,Paris,Not yet visited
2982,Tennis Aurelles de Paladines,48.883156,2.28226,17 Boulevard d\'Aurelle de Paladines ,75017,http://equipement.paris.fr/tennis-aurelles-de-paladines-2982,280,Tennis,,Paris,Not yet visited
2983,Tennis Courcelles,48.888103,2.294193,"209, rue de Courcelles ",75017,http://equipement.paris.fr/tennis-courcelles-2983,280,Tennis,,Paris,Not yet visited
2985,Tennis Max Rousié,48.898933,2.325513,28 Rue André Brechet ,75017,http://equipement.paris.fr/tennis-max-rousié-2985,280,Tennis,,Paris,Not yet visited
2987,Tennis Bertrand Dauvin,48.899296,2.342513,12 Rue René Binet ,75018,http://equipement.paris.fr/tennis-bertrand-dauvin-2987,280,Tennis,,Paris,Not yet visited
2988,Tennis Jesse Owens ex Championnet,48.894657,2.334783,172 Rue Championnet ,75018,http://equipement.paris.fr/tennis-jesse-owens-ex-championnet-2988,280,Tennis,,Paris,Not yet visited
2989,Tennis des Poissonniers,48.89962,2.351621,2 Rue Jean Cocteau ,75018,http://equipement.paris.fr/tennis-des-poissonniers-2989,280,Tennis,,Paris,Not yet visited
2990,Tennis Jandelle,48.875404,2.380203,15 Cité Jandelle ,75019,http://equipement.paris.fr/tennis-jandelle-2990,280,Tennis,,Paris,Not yet visited
2991,Tennis Jules Ladoumègue,48.889606,2.397263,1 Avenue de la porte de Pantin ,75019,http://equipement.paris.fr/tennis-jules-ladoumègue-2991,280,Tennis,,Paris,Not yet visited
2992,Tennis Edouard Pailleron,48.880882,2.377449,22 Rue Edouard Pailleron ,75019,http://equipement.paris.fr/tennis-edouard-pailleron-2992,280,Tennis,,Paris,Not yet visited
2993,Tennis Sept Arpents,48.8896426608,2.39844550608,"9, rue des 7 arpents",75019,http://equipement.paris.fr/tennis-sept-arpents-2993,280,Tennis,,Paris,Not yet visited
2995,Tennis Louis Lumière,48.858906,2.411531,30 Rue Louis Lumière ,75020,http://equipement.paris.fr/tennis-louis-lumière-2995,280,Tennis,,Paris,Not yet visited
2997,Tennis de la Porte de Bagnolet,48.862213,2.410989,72 Rue Louis Lumière ,75020,http://equipement.paris.fr/tennis-de-la-porte-de-bagnolet-2997,280,Tennis,,Paris,Not yet visited
2998,Tennis Docteurs Déjerine,48.857147,2.411479,32 Rue des docteurs Dejerine ,75020,http://equipement.paris.fr/tennis-docteurs-déjerine-2998,280,Tennis,,Paris,Not yet visited
3318,Tennis Carnot,48.842991,2.413015,26 boulevard Carnot ,75012,http://equipement.paris.fr/tennis-carnot-3318,280,Tennis,,Paris,Not yet visited
3321,Tennis Léo Lagrange,48.833179,2.401572,"68, boulevard Poniatowski ",75012,http://equipement.paris.fr/tennis-léo-lagrange-3321,280,Tennis,,Paris,Not yet visited
3372,Tennis de l'Atlantique,48.840546,2.318909,25 allee du Capitaine Dronne ,75015,http://equipement.paris.fr/tennis-de-l-atlantique-3372,280,Tennis,,Paris,Not yet visited
3664,Tennis Poliveau,48.839882,2.35747,39 rue Poliveau,75005,http://equipement.paris.fr/tennis-poliveau-3664,280,Tennis,,Paris,Not yet visited
17244,Tennis Philippe Auguste,48.8567831,2.3909553,108 avenue Philippe Auguste,75011,http://equipement.paris.fr/tennis-philippe-auguste-17244,280,Tennis,,Paris,Not yet visited
17824,Tennis Paul Barruel,48.8386486,2.3052445,24 rue Paul Barruel,75015,http://equipement.paris.fr/tennis-paul-barruel-17824,280,Tennis,,Paris,Not yet visited
19071,Centre Sportif Parisien de Puteaux,48.8764085,2.2439275,1 allée des Sports,92800,http://equipement.paris.fr/centre-sportif-parisien-de-puteaux-19071,280,Tennis,,Paris,Not yet visited
19075,Tennis Thiéré,48.8537748,2.3736091,9ter-13 passage Thiéré,75011,http://equipement.paris.fr/tennis-thiéré-19075,280,Tennis,,Paris,Not yet visited
19091,Tennis-Rigoulot - La Plaine,48.8265263,2.3000032,18 avenue de la Porte de Brancion,75015,http://equipement.paris.fr/tennis-rigoulot---la-plaine-19091,280,Tennis,,Paris,Not yet visited
19092,Tennis Candie,48.8513831,2.3800191,"11, rue de Candie",75011,http://equipement.paris.fr/tennis-candie-19092,280,Tennis,,Paris,Not yet visited
19093,Tennis Croix Nivert,48.8424487,2.2945745,"107, rue de la Croix Nivert",75015,http://equipement.paris.fr/tennis-croix-nivert-19093,280,Tennis,,Paris,Not yet visited
19094,Tennis Poissonniers,48.8997616,2.3519564,"2, rue Jean Cocteau",75018,http://equipement.paris.fr/tennis-poissonniers-19094,280,Tennis,,Paris,Not yet visited
19096,Tennis Reims - Asnières,48.8885379,2.294193,224 rue de Courcelles,75017,http://equipement.paris.fr/tennis-reims---asnières-19096,280,Tennis,,Paris,Not yet visited
3114253m0,Complexe sportif Claude-Robillard,45.552526,-73.63639,"1 000, Avenue Émile-Journeault Est",Ahuntsic-Cartierville,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
1020721m1,Centre sportif St-Charles,45.479802,-73.563099,"1 055, Rue Hibernia",Le Sud-Ouest,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
4039115m2,Parc Ouellette (natation et récréatif),45.432989,-73.622005,"1 407, Rue Serre",LaSalle,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
4156343m3,L’Aquadôme LaSalle,45.43654,-73.608196,"1 411, Rue Lapierre",LaSalle,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
5016554m4,Parc Hartenstein,45.518174,-73.690259,"1 505, Rue Cardinal",Saint-Laurent,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
1018523m5,Bain Quintal,45.52886,-73.548969,"1 550, Rue Dufresne",Ville-Marie,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
5103407m6,Centre sportif Père-Marquette,45.552047,-73.582776,"1 600, Rue Drucourt",Rosemont–La Petite-Patrie,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
3021351m7,Marcelin-Wilson,45.537,-73.684215,"1 655, Rue Dudemaine, H3M 1R2",Ahuntsic-Cartierville,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
5061272m8,Port de Plaisance,45.42984,-73.676543,"1 800, Chemin des Iroquois",Lachine,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
5006029m9,Centre sportif Petite-Bourgogne,45.488356,-73.569224,"1 825, Rue Notre-Dame Ouest",Le Sud-Ouest,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
5056523m10,Parc Duff-Court,45.446949,-73.680636,"1 830, Croissant Roy",Lachine,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
2063743m11,Hochelaga,45.542152,-73.544576,"1 870, Rue Davidson",Mercier–Hochelaga-Maisonneuve,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
2065901m12,Bain Morgan,45.553456,-73.538296,"1 875, Avenue Morgan",Mercier–Hochelaga-Maisonneuve,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
5072841m13,Complexe aquatique – Société du parc Jean-Drapeau,45.513559,-73.534212,"1, Circuit Gilles-Villeneuve,",Ville-Marie,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
2068769m14,Parc Ottawa,45.58206,-73.642625,"10 341, Avenue Lausanne",Montréal-Nord,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
3116265m15,Sophie-Barat,45.561879,-73.667771,"10 851, Rue Saint-Charles, H2C 3H7",Ahuntsic-Cartierville,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
2076909m16,Parc Charleroi,45.599675,-73.622288,"10 975, Avenue Alfred",Montréal-Nord,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
5073228m17,Parc Arthur-Therrien,45.465099,-73.561523,"10, Rue Hickson",Verdun,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
2077664m18,Parc Saint-Laurent,45.6054,-73.628788,"11 614, Avenue Salk",Montréal-Nord,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
5029269m19,Piscine intérieure Roussin,45.640791,-73.491213,"12 125, Rue Notre-Dame Est",Rivière-des-Prairies–Pointe-aux-Trembles,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
5072848m20,Centre aquatique Rivières-des-Prairies,45.652434,-73.579832,"12 515, Boulevard Rodolphe-Forget",Rivière-des-Prairies–Pointe-aux-Trembles,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
5070958m21,Parc Alexis-Carrel,45.644203,-73.5888,"12 550, Avenue Alexis-Carrel",Rivière-des-Prairies–Pointe-aux-Trembles,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
0m22,Piscine briarwood,45.513394,-73.835702,12421 rue Pavillon,Pierrefonds-Roxborro,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
2079739m23,Parc Saint-Georges,45.654126,-73.492443,"13 050, Rue Prince-Albert",Rivière-des-Prairies–Pointe-aux-Trembles,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
2072528m24,Parc Richelieu,45.663718,-73.504812,"13 600, Rue Forsyth",Rivière-des-Prairies–Pointe-aux-Trembles,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
0m25,Piscine Versailles,45.511799,-73.84876,13207 rue Desjardins,Pierrefonds-Roxborro,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
0m26,Piscine du YMCA Centre-Ville,45.499673,-73.574548,1440 rue Stanley,Ville-Marie,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
0m27,Piscine Thorndale,45.474981,-73.856309,14921 rue Oakwood,Pierrefonds-Roxborro,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
4084462m28,Parc Robert-Sauvé,45.481102,-73.866735,"15 734, Rue de la Caserne, Sainte-Geneviève",L'Île-Bizard–Sainte-Geneviève,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
5054431m29,Parc Kirkland,45.445896,-73.649786,"150, Rue des Érables",Lachine,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
0m30,Piscine Marcelin-Wilson,45.53926,-73.68896,1655 rue Dudemaine,Ahuntsic-Cartierville,,,Swimming Pool,"Piscine extérieure, Jeux d'eau",Montréal,Not yet visited
4127635m31,Parc Haymard,45.423339,-73.648129,"170, Avenue Orchard",LaSalle,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
5015690m32,Parc Marlborough,45.5236,-73.720565,"2 105, Rue Beauzèle",Saint-Laurent,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
1034674m33,Centre du Plateau,45.539247,-73.575215,"2 275, Boulevard St-Joseph",Le Plateau-Mont-Royal,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
1026261m34,Parc Baldwin,45.53471,-73.563391,"2 330, Rue Rachel Est",Le Plateau-Mont-Royal,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
3023745m35,Gabriel-Lalemant,45.570705,-73.642456,"2 350, Rue Sauvé Est, H2B 1B2",Ahuntsic-Cartierville,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
2008973m36,Parc Le Pélican,45.543972,-73.574363,"2 560, Rue Masson",Rosemont–La Petite-Patrie,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
5037561m37,Jean-Claude-Malépart,45.534409,-73.553673,"2 633, Rue Ontario Est",Ville-Marie,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
4157130m38,Parc Noël-Nord,45.51771,-73.727966,"2 900, Rue Baker",Saint-Laurent,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
3123106m39,Parc Jarry,45.535132,-73.628819,"205, Rue Faillon Ouest",Villeray–Saint-Michel–Parc-Extension,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
0m40,Piscine Association sportive et communautaire Centre-S,45.522851,-73.562687,2093 de la Visitation,Ville-Marie,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
0m41,Piscine du Vieux-Montréal,45.514048,-73.566465,255 rue Ontario est,Ville-Marie,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
5087211m42,Parc Elgar,45.457304,-73.547897,"260, Rue Elgar",Verdun,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
5082586m43,Parc Painter,45.527988,-73.676018,"260, Rue Marcotte",Saint-Laurent,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
5015687m44,Parc Bourbonnière,45.501839,-73.702706,"2800, Rue Cazeneuve",Saint-Laurent,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
1041817m45,Bain Schubert,45.516452,-73.578794,"3 950, Boulevard Saint-Laurent",Le Plateau-Mont-Royal,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
4143045m46,Parc Ménard,45.433645,-73.653179,"300, Rue Clément",LaSalle,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
0m47,Piscine Pierrefonds park,45.499403,-73.853316,355 chemin Rive-Boisée,Pierrefonds-Roxborro,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
1123220m48,Piscine intérieure Saint-Henri,45.478166,-73.5874,"4 055, Rue St-Jacques",Le Sud-Ouest,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
2083978m49,Parc Primeau,45.593127,-73.636091,"4 209, Rue de Castille",Montréal-Nord,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
2017640m50,René-Goupil,45.577875,-73.610824,"4 250, Rue du Parc-René-Goupil",Villeray–Saint-Michel–Parc-Extension,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
5089500m51,Maisonneuve,45.554247,-73.542011,"4 350, Rue de Rouen",Mercier–Hochelaga-Maisonneuve,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
1046323m52,Parc Sir George-Étienne-Cartier,45.473398,-73.586395,"4 550, Rue Sainte-Émilie",Le Sud-Ouest,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
5005023m53,Centre sportif Côte-des-Neiges,45.492694,-73.638062,"4 880, Avenue Van Horne",Côte-des-Neiges–Notre-Dame-de-Grâce,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
5126259m54,St-Roch,45.53198,-73.631014,"400, Avenue Ball",Villeray–Saint-Michel–Parc-Extension,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
0m55,Piscine Valleycrest,45.45784,-73.880981,4600 rue Cageux,Pierrefonds-Roxborro,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
5060035m56,Parc Lasalle,45.438256,-73.675061,"475, 10e Avenue",Lachine,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
5082406m57,Parc Maria-Goretti,45.691711,-73.487276,"488, 85e Avenue",Rivière-des-Prairies–Pointe-aux-Trembles,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
4053724m58,Parc Eugène-D’Ostie,45.486348,-73.883515,"488, Montée de l’Église, L'Île-Bizard",L'Île-Bizard–Sainte-Geneviève,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
2090635m59,Piscine intérieure de Saint-Léonard,45.585346,-73.598152,"5 115, Rue des Galets",Saint-Léonard,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
2094987m60,Parc Pie XII,45.588487,-73.607526,"5 200, Boulevard Lavoisier",Saint-Léonard,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
1028133m61,Parc Sir Wilfrid-Laurier,45.53213,-73.58783,"5 200, Rue De Brébeuf",Le Plateau-Mont-Royal,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
3065293m62,Centre communautaire Notre-Dame-de-Grâce,45.476181,-73.613861,"5 311, Chemin de la Côte-Saint-Antoine",Côte-des-Neiges–Notre-Dame-de-Grâce,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
5007586m63,Complexe sportif Gadbois,45.46684,-73.595746,"5 485, Chemin De la Côte-Saint-Paul",Le Sud-Ouest,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
2164916m64,Parc Chénier,45.602972,-73.543303,"5 555, Avenue de l’Aréna",Anjou,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
1129831m65,Parc Ignace-Bourget,45.455032,-73.607374,"5 925, Avenue De Montmagny",Le Sud-Ouest,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
0m66,Piscine Roxboro,45.50904,-73.809902,51 ave Georges-Vanier,Pierrefonds-Roxborro,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
4049099m67,Parc Lacharité,45.418186,-73.622624,"55, Avenue Latour",LaSalle,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
1053978m68,Parc de la Fontaine,45.463605,-73.544693,"550, Place de la Fontaine",Verdun,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
4045983m69,Parc Raymond,45.428095,-73.603119,"555, Boulevard Bishop-Power",LaSalle,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
2095006m70,Parc Ferland,45.596487,-73.597723,"6 020, Boulevard Lavoisier",Saint-Léonard,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
5088615m71,Bain Émard,45.457801,-73.589466,"6 071, Rue Laurendeau",Le Sud-Ouest,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
2054519m72,Édouard-Montpetit,45.575583,-73.537388,"6 100, Avenue Pierre-de-Coubertin",Mercier–Hochelaga-Maisonneuve,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
3069278m73,Centre Rosemont,45.539952,-73.59587,"6 101, 8e Avenue",Rosemont–La Petite-Patrie,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
3006474m74,Parc de Kent,45.503958,-73.632063,"6 262, Chemin Hudson",Côte-des-Neiges–Notre-Dame-de-Grâce,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
3066686m75,Parc de la Confédération,45.471961,-73.638357,"6 265, Avenue Biermans",Côte-des-Neiges–Notre-Dame-de-Grâce,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
3065833m76,Centre sportif de Notre-Dame-de-Grâce,45.466479,-73.632704,"6 445, Avenue Monkland",Côte-des-Neiges–Notre-Dame-de-Grâce,,,Swimming Pool,Piscine intérieure,Montréal,Not yet visited
5073228m77,Natatorium de Verdun,45.443783,-73.574935,"6 500, Boulevard LaSalle",Verdun,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
2011678m78,Parc Joseph-Paré,45.574865,-73.571457,"6 525, Rue 41e",Rosemont–La Petite-Patrie,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
4046808m79,Parc Riverside,45.420058,-73.613211,"625, 35e Avenue",LaSalle,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
5088238m80,Parc Dixie,45.44377,-73.718029,"695, 54e Avenue",Lachine,,,Swimming Pool,Piscine extérieure,Montréal,Not yet visited
